procedure_name,speciality_classification,cost_inr
Hepatitis B Core Antibody (HBcAb) Level (Hepatitis B Core IgM Antibody),Laboratory Investigation,470.9795
Hepatitis B Surface Antigen (HBsAg),Laboratory Investigation,302.1705
Hepatitis B Virus (HBV) DNA Qualitative,Laboratory Investigation,2509.931666666667
Hepatitis B Virus (HBV) DNA Quantitative.,Laboratory Investigation,3509.6245000000004
Hepatitis B surface antibody (anti HBs),Laboratory Investigation,649.6635
Hepatitis C Virus (HCV),Laboratory Investigation,498.791
Hepatitis C Virus (HCV) RNA Qualitative.,Laboratory Investigation,2959.997894736842
Hepatobiliary Scintigraphy.,Gastro and Hepatobiliary/Nuclear Medicine Investigation,3948.9915
Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals,Gastro and Hepatobiliary/Nuclear Medicine Investigation,5010.069
Hereditary Cancer Panel,Oncology Investigations,12123.0135
Hiatus Hernia Repair- Abdominal (excluding cost of mesh and tacker if used),Abdomen/GI Surgery Procedure,34925.7465
Hiatus Hernia Repair- Transthoracic (excluding cost of mesh and tacker if used),Abdomen/GI Surgery Procedure,34441.8495
Hickman Cath. Removal,Cancer Surgery,6855.2125
Hickman Catheterisation,Cancer Surgery,15830.236
High Orchiectomy,Cancer Surgery,25274.175263157897
High Orchiectomy + Serotectomy,Cancer Surgery,31276.5165
High Resolution computed Tomography (HRCT Chest),Radiological Investigation,1985.6705
High Sensitivity JAK2 Mutation Detection (V617F),Oncology Investigations,4606.9465
Highly Selective Vagotomy,Abdomen/GI Surgery Procedure,50095.8365
Hip Arthrodesis,Cancer Surgery,31289.166
Hip Disarticulation,Cancer Surgery,31246.418
Histone Mutation Detection Assay,Oncology Investigations,9238.693684210526
Histopathology Examination (HPE) - Frozen Section,Laboratory Investigation,1510.0515
Histopathology Examination (HPE) - Paraffin Section,Laboratory Investigation,502.155
Holmium YAG Core through internal Urethrotomy,Nephrology And Urology Procedure,50672.03333333333
Holmium YAG Optical Internal Urethrotomy (OIU),Nephrology And Urology Procedure,40913.3225
Holmium YAG Prostate Surgery,Nephrology And Urology Procedure,71547.298
Holmium YAG Stone Lithotripsy,Nephrology And Urology Procedure,71217.9515
Holter analysis per day,Cardiology Investigation,2487.106
Homocysteine,Laboratory Investigation,653.242
Hot Pack/ Cold Pack/Wax Bath/Moist Heat (per session),Physiotherapy,299.14736842105265
Hot biopsy forceps procedures,Gastroenterology / Endoscopic Procedures,8509.306
Human Chorionic Gonadotropin (HCG)/ Beta HCG,Laboratory Investigation,451.62299999999993
Human Immunodeficiency Virus- HIV I and II,Laboratory Investigation,377.716
Human papillomavirus (HPV) Serology,Laboratory Investigation,1590.3225
Hydatid Serology,Laboratory Investigation,831.8965000000001
Hydrocele of Cord,Paediatric Surgery Procedure,26361.299
Hyoid Suspension,ENT Procedure,25938.1585
Hypersensitive Pneumonitis Panel,Laboratory Investigation,7212.874000000001
Hysteroscopy Removal of Intra-Uterine Contraceptive Device (IUCD),Obstetrics And Gynaecology Procedure,19882.338
Hysteroscopy Transcervical Resection of Endometrium (TCRE),Obstetrics And Gynaecology Procedure,33156.4995
ICD Placement,Cancer Surgery,6920.714
"ICU/CCU/PICU/MICU/HDU (For all categories of ward entitlement, inclusive of Room Rent)",Critical Care,5401.139
"IGH Characterization IGH/CCND1:t(11;14), IGH/BCL2:t(14;18),BCL6(3q27), MYC(8q24) (4markers",Oncology Investigations,5328.875
IGHV Gene Mutation,Oncology Investigations,7555.852105263158
IOL exchange [excluding IOL cost] per eye,Ophthalmology Procedure,10062.45052631579
IOL explantation per eye,Ophthalmology Procedure,7938.250999999999
IOL reposition per eye,Ophthalmology Procedure,5999.6585
IOP measurement with Schiotz - Both Eyes,Ophthalmology Investigation,100.3475
IOP measurement with applanation tonometry - Both Eyes,Ophthalmology Investigation,199.083
IRFA/DUSP22 gene rearrangement by FISH,Oncology Investigations,15710.99
"IVL (Coronary Intra vascular Lithotripsy / Shock wave Lithotripsy - Including GST (Approval of Director, CGHS in consultation with Special Technical Committee (STC) is required for this procedure)",Cardiology Add on Procedure,267955.3695
IgG4,Laboratory Investigation,2014.0315
IgH/BCL2 :t(14;18),Oncology Investigations,4706.7355
Ileal Conduit (Bladder),Cancer Surgery,44315.6925
Ileosigmoidostomy and related resection,Abdomen/GI Surgery Procedure,50647.391
Ileostomy,Abdomen/GI Surgery Procedure,33095.813500000004
Ileotransverse Colostomy and related resection,Abdomen/GI Surgery Procedure,49949.733
Ilizarov Procedure,Cancer Surgery,31482.7405
Ilizarov's External Fixator,Orthopaedics Procedure,50312.40526315789
Illizarov-s / External Fixation for Trauma,Orthopaedics Procedure,50041.135
Illizarov/ external fixation for limb lengthening/deformity correction,Orthopaedics Procedure,60006.293000000005
Image Guided Craniotomy,Neuro-Surgery Procedure,77872.0815
Immunoglobulin A(IgA),Laboratory Investigation,399.0955
Immunoglobulin G (IgG),Laboratory Investigation,399.9905
Immunoglobulin M(IgM),Laboratory Investigation,400.58
Impedance with stapedial reflex / Impedance Audiometry,ENT Investigation,598.6614999999999
Imperforate Anus High Anomaly - Closure of Colostomy,Paediatric Surgery Procedure,32795.5875
Imperforate Anus High Anomaly -Sacroabdomino Perineal Pull Through,Paediatric Surgery Procedure,50470.802
Imperforate Anus Low Anomaly - Perineal Anoplasty,Paediatric Surgery Procedure,32737.921
Imperforate Anus Low Anomaly -Cut Back Operation,Paediatric Surgery Procedure,25921.734736842107
Implant Reconstruction (Breast),Cancer Surgery,25041.069
Implantation of Deep Brain Stimulation (DBS) -One electrode (as per guidelines mentioned in OM.No.Z15025/44/2023/DIR/CGHS/EHS Dated 09.09.2024),Neuro-Surgery Procedure,59387.81578947369
Implantation of Deep Brain Stimulation (DBS) -two electrodes (as per guidelines mentioned in OM.No.Z15025/44/2023/DIR/CGHS/EHS Dated 09.09.2024),Neuro-Surgery Procedure,71361.81899999999
Imprint Smear from Endoscopy,Laboratory Investigation,995.09
Incision & Drainage,Cancer Surgery,6861.8240000000005
Incision & Drainage under local Anaesthesia (Large),General Procedure,2298.826
Incision Biopsy of Growths/Ulcers,Biopsies,5001.607
Incubator charges (Per day),Critical Care,1517.3215
Indirect (anti ds DNA Anti Smith ANCA),Laboratory Investigation,1203.0310526315789
Indirect Ophthalmoscopy (Fundoscopy) - Both Eyes,Ophthalmology Investigation,302.8345
Indium labelled octreotide Scan,Nuclear Medicine Investigation,72757.23842105264
Indocyanine green angiography - Both Eyes,Ophthalmology Investigation,2001.8955
Inferior Vena Cava (IVC) Venography and Hepatic Vein (HV Venography),Gastroenterology/Interventional Radiology Procedures,40717.77157894737
Inferior Vena Cava (IVC) filter implantation- excluding the cost of filter,Cardiovascular And Cardiac Surgery Procedure,31323.714736842103
Influenza A serology,Laboratory Investigation,1010.9685
Infratemporal fossa clearance.,Cancer Surgery,44512.6645
Inguinal Hernia - Hernioplasty excluding the cost of mesh and tacker,Abdomen/GI Surgery Procedure,32914.365263157895
Inguinal Hernia Herniorrhaphy,Abdomen/GI Surgery Procedure,27096.266842105262
Inguinal Herniotomy,Paediatric Surgery Procedure,33029.1265
Inguinal Node Biopsy,Cancer Surgery,15741.843333333332
Inhibin A,Laboratory Investigation,903.7855
Inhibin B,Laboratory Investigation,1903.319
Injection for Varicose Veins (cost of drug/sclerotherapy agent extra),General Surgery,699.46
Injection of Keloids - Ganglion,Burns And Plastic Surgery Procedure,4007.2065
Injection of Keloids - Haemangioma,Burns And Plastic Surgery Procedure,4004.25
Inoperable Laparotomy,Cancer Surgery,15639.5595
Insertion of IUD/IUCD/Pessary,Obstetrics And Gynaecology Procedure,3990.7285
Instrumentation Revision of Shoulder/Knee Replacement,Cancer Surgery,43631.91947368421
Insulin,Laboratory Investigation,493.246
Insulin associated antibody,Laboratory Investigation,971.218947368421
Insulin-like growth factor binding protein 3 (IGF- BP3),Laboratory Investigation,2278.644210526316
Insulin-like growth factor-1 (IGF-1),Laboratory Investigation,2210.2275
Interceptive Orthodontic Treatment of the Primary Dentition/Transition Dentition,Dental Procedure,6926.977894736841
Intercostal Drainage,General Procedure,3523.027368421053
Interferon Gamma Release Assay (IGRA),Laboratory Investigation,2993.6655
Interleukin 6 (IL 6),Laboratory Investigation,1611.2645
Internal Fixation of Fractures,Cancer Surgery,31641.073
Internal Iliac Artery ligation,Obstetrics And Gynaecology Procedure,8089.416842105264
Internal limiting membrane (ILM) peeling (per eye),Ophthalmology Procedure,3015.084
Internal urethrotomy -Core through urethroplasty,Nephrology And Urology Procedure,41275.4225
Internal urethrotomy -optical,Nephrology And Urology Procedure,25869.8915
Interphase FISH test for Chr. 1 copy number variations,Oncology Investigations,10709.9075
Interpolated Flap Reconstruction-Extremity.,Cancer Surgery,25222.9995
Interval Sterilization(minilap)-BAT / Male Sterilization(Vasectomy),Obstetrics And Gynaecology Procedure,18976.8275
Interventional Ultrasonography- Chorionic villus sampling (CVS),Obstetrics And Gynaecology Procedure,5017.621
Interventional radiographic arterial embolization/Uterine artery embolization(UAE),Obstetrics And Gynaecology Procedure,33161.667
Intra Nasal Diathermy,ENT Procedure,6009.587
Intra Uterine Insemination,Obstetrics And Gynaecology Procedure,5021.2915
Intra vascular coiling excluding cost of the coils,Cardiology Procedure,72209.766
Intra-aortic balloon pump (IABP) excluding the cost of the balloon,Cardiology Procedure,32973.551
Intra-arterial thrombolysis with Tissue Plasminogen Activator (TPA) (for ischemic stroke ),Neuro-Surgery Procedure,33155.316999999995
Intra-uterine fetal blood transfusion,Obstetrics And Gynaecology Procedure,49790.1865
Intracytoplasmic sperm injection (ICSI),Obstetrics And Gynaecology Procedure,19819.736666666668
Intradermal (ID) Injection Keloid (Intralesional Injection) including the cost of the drug,Skin Procedure,993.0541176470588
Intralase application for keratoconus /CAIRS Corneal allogenic intrastromal ring segments per eye excluding the cost of the rings,Ophthalmology Procedure,18880.564
Intraocular foreign body removal per eye,Ophthalmology Procedure,8535.422
Intraoral Occlusal/Bite Wing X-Ray,Dental Investigation,297.623
Intraoral Periapical (IOPA) Radiograph X-ray/RVG(Single Film),Dental Investigation,198.8585
Intravenous Pyelography (IVP),Radiological Investigation,1654.4505263157896
Intravesical Instillation of BCG excluding the cost of BCG,Chemotherapy,3023.726
Intravitreal Injection of drugs (Ranibizumab/ Aflibercept etc) excluding the cost of the drug per eye,Ophthalmology Procedure,4989.548947368421
"Intravitreal Insertion of Drug Implant excluding cost of the Drug Implant (Ozurdex,...etc) per eye",Ophthalmology Procedure,5964.1885
Intravitreal injections of antibiotics excluding the cost of the antibiotic per eye,Ophthalmology Procedure,4990.3330000000005
Intussusception Operation,Paediatric Surgery Procedure,41167.3385
Inversion of Uterus - Abdominal Reposition,Obstetrics And Gynaecology Procedure,5660.487
Inversion of Uterus - Vaginal Reposition,Obstetrics And Gynaecology Procedure,5612.216842105263
Iodine-131 Whole Body Scan,Nuclear Medicine Investigation,13391.073
Iridodialysis repair or pupillary reconstruction /Cyclodialysis repair per eye,Ophthalmology Procedure,13450.5635
Iris cyst removal /synechiolysis/surgical iridectomy per eye,Ophthalmology Procedure,4934.2545
Islet cell antibody,Laboratory Investigation,1200.1725
Ivor Lewis,Cancer Surgery,44072.3205
JAK2 Exon 12 Mutation Detection,Oncology Investigations,4653.33
"JAK2V617 MUTATION, WITH REFLEX TO JAK2 EX-12,CALR EX-9 MUTATION AND MPL W515, S505 MUTATION",Oncology Investigations,11587.085
Jaw Tumour excision,Cancer Surgery,25426.015263157893
Jaw cyst Enucleation,Cancer Surgery,15705.1935
Jejunal Transposition,Cancer Surgery,56849.016500000005
Jejunostomy,Abdomen/GI Surgery Procedure,33294.321500000005
Jejunostomy/Gastrostomy,Cancer Surgery,25280.767894736844
Joints Aspiration,Orthopaedics Procedure,1607.2715789473684
Jugular Catheterization for Haemodialysis,Nephrology And Urology Procedure,6019.25947368421
Junction biopsy,Gastroenterology / Endoscopic Procedures,4993.231578947368
KI67,Oncology Investigations,1304.152
KIR Typing,Oncology Investigations,5858.118
KMT2A Characterization for AML,Oncology Investigations,7899.463000000001
KMT2A Characterization for B-ALL,Oncology Investigations,6152.9015
KOH Mount,Laboratory Investigation,150.977
KRAS + NRAS + BRAF + Mutation Profile,Oncology Investigations,13676.8165
"Kappa Lambda Light Chains, Free, Serum/ Serum free light chains (SFLC)",Laboratory Investigation,4051.3865
Keratoconus correction with therapeutic contact lenses - Both Eyes,Ophthalmology Procedure,8454.3475
Keratoprosthesis stage I and II per eye,Ophthalmology Procedure,40678.3355
"Kidney Function Test (KFT)- (Sr.Creatinine,Blood Urea,BUN,Sr.Uric Acid,Sr.Sodium,Sr.Potassium,Urine R/E)",Laboratory Investigation,495.1805263157895
Kidney Transplant Graft Nephrectomy,Nephrology And Urology Procedure,76866.4345
Kidney Transplantation (Cadaver),Nephrology And Urology Procedure,334503.307
Kidney Transplantation (Spousal/ unrelated) Including immunosuppressant therapy,Nephrology And Urology Procedure,403977.4925
Kidney Transplantation (related),Nephrology And Urology Procedure,357340.827368421
Knee Arthrodesis,Cancer Surgery,25192.1955
Knee Arthrodesis with Turnoplasty/Allograft Spinal Decompression + Reconstruction/,Cancer Surgery,44524.31052631579
Knee Collateral Ligament Reconstruction,Orthopaedics Procedure,71678.778
Knife/Punch/ Excision Biopsy of Tumaur.,Cancer Surgery,6949.584
Kyphoplasty excluding the cost of implants,Neuro-Surgery Procedure,50010.604736842106
Labyrinthectomy,ENT Procedure,33367.0047368421
Lactate dehydrogenase (LDH),Laboratory Investigation,220.89947368421053
Laminectomy for intramedullary tumors,Cancer Surgery,55959.64599999999
Laparoscopic Adrenalectomy,Abdomen/GI Surgery Procedure,60919.76157894736
Laparoscopic Anterior Resection (of Intestine/Rectum),Abdomen/GI Surgery Procedure,58708.321
Laparoscopic Appendectomy,Abdomen/GI Surgery Procedure,31534.8115
Laparoscopic Broad Ligament Hematoma Drainage with repair,Obstetrics And Gynaecology Procedure,12796.869
Laparoscopic Cholecystectomy,Abdomen/GI Surgery Procedure,34668.5835
Laparoscopic Excenteration (Anterior),Cancer Surgery,57069.02099999999
Laparoscopic Excenteration (Posterior),Cancer Surgery,56457.914736842096
Laparoscopic Excenteration (Total),Cancer Surgery,56537.1655
Laparoscopic Fundoplication,Abdomen/GI Surgery Procedure,59908.29
Laparoscopic GI bypass operation,Abdomen/GI Surgery Procedure,59430.3605
Laparoscopic Hemicolectomy,Abdomen/GI Surgery Procedure,50583.4575
Laparoscopic Hernia - Inguinoplasty (excluding the cost of Tacker and Mesh),Abdomen/GI Surgery Procedure,36505.4345
Laparoscopic Hysterectomy,Cancer Surgery,44065.312
Laparoscopic Nephrectomy,Cancer Surgery,57194.65263157895
Laparoscopic Nephrectomy,Nephrology And Urology Procedure,60000.3355
Laparoscopic Nephroureterectomy,Nephrology And Urology Procedure,49887.6555
Laparoscopic Paraumbilical Hernia Repair (excluding the cost of Tacker and Mesh),Abdomen/GI Surgery Procedure,36658.624
Laparoscopic Pelvic Node Dissection,Cancer Surgery,56783.312
Laparoscopic Pyeloplasty,Nephrology And Urology Procedure,59965.41684210526
Laparoscopic Radical Hysterectomy,Cancer Surgery,55984.59555555556
Laparoscopic Removal of hydatid cyst,Abdomen/GI Surgery Procedure,60215.513
Laparoscopic Retroperitoneal Node Dissection,Cancer Surgery,57620.58052631579
Laparoscopic Splenectomy,Abdomen/GI Surgery Procedure,60173.94300000001
Laparoscopic Total Colectomy,Abdomen/GI Surgery Procedure,60244.888
Laparoscopic Treatment of Ectopic Pregnancy-Milking/Salpingotomy/Salpingectomy,Obstetrics And Gynaecology Procedure,40902.643
Laparoscopic Treatment of Pseudo Pancreatic cyst,Abdomen/GI Surgery Procedure,59371.5615
Laparoscopic Ventral Hernia Repair (excluding the cost of Tacker and Mesh),Abdomen/GI Surgery Procedure,36980.05842105263
Laparoscopic Whipple's operation (Laparoscopic Pancreaticoduodenectomy),Abdomen/GI Surgery Procedure,50258.0995
Laparoscopic abdominal colpopexy/sacro-colpopexy,Obstetrics And Gynaecology Procedure,50203.21947368421
Laparoscopic pyelolithotomy,Nephrology And Urology Procedure,60119.7295
Laparoscopic recanalization of Fallopian tubes-(Tuboplasty),Obstetrics And Gynaecology Procedure,50467.163
