sno,procedure_name,speciality,tier,facility,ward,cghs_code,rate
749,Dual Chamber Cardiac Pacemaker,Cardiology,TIER I,NABH,GENERAL WARD,IMCP09,83200.0
750,Duodenal Atresia Operation,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS014,40850.0
751,Duodenal Diverticulum,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG052,50350.0
752,Duodenal stricture dilation,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG015,8500.0
753,Duodenojejunostomy,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG011,50350.0
754,Duodenotomy (TMH - G.I. Surgery) (G3S39),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH116,18000.0
755,Duodenum Partial Excision (TMH - G.I. Surgery) (G4S34),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH233,22500.0
756,Dynamic Hip Screw (DHS) for Fracture Neck Femur,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR122,50350.0
757,Dynamic Renography with Captopril,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM008,6800.0
758,Dynamic Renography with Diuretic.,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM007,4000.0
759,Dynamic Renography.,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM006,4000.0
760,EDTA for band shaped keratopathy - Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP014,3000.0
761,EGFR Mutation DETECTION,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA047,9500.0
762,EGFR Resistance Mutation (T790m Mutation Analysis),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA048,8000.0
763,EOG- Electrooculogram - Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI023,2070.0
764,ER PR Her2 Neu,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA049,3150.0
765,"ER/PR/Her2neu, Ki67",Oncology Investigations,TIER I,NABH,GENERAL WARD,CA050,5000.0
766,ERCP (Endoscopic Retrograde Cholangio -Pancreatography) Diagnostic,Gastro and Hepatobiliary Investigation,TIER I,NABH,GENERAL WARD,MG025,13400.0
767,ERG- Electroretinogram- Both Eyes,Ophthalmology Investigation,TIER I,NABH,GENERAL WARD,OI024,1800.0
768,EUS (Endoscopic Ultrasound) guided FNAC Excluding the cost of the Needle,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG046,16500.0
769,Ear Lobe Repair one side,ENT Procedure,TIER I,NABH,GENERAL WARD,EP056,4000.0
770,Ectropion surgery- both lids,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP039,13400.0
771,Ectropion surgery- one lid,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP038,8500.0
772,Elbow Replacement (TMH - Bone & Soft Tissue) (G4S47),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH246,22500.0
773,Electrical Muscle Stimulation/Cryotherapy/TENS (per session),Physiotherapy,TIER I,NABH,GENERAL WARD,PT006,400.0
774,Electrocardiogram (ECG),Cardiology Investigation,TIER I,NABH,GENERAL WARD,CI001,175.0
775,Electroencephalogram (EEG)/ Video EEG,Neurology Investigation,TIER I,NABH,GENERAL WARD,NI001,1000.0
776,Electrolysis (eye) - Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP118,1000.0
777,Electromyography (EMG),Neurology Investigation,TIER I,NABH,GENERAL WARD,NI002,1500.0
778,Electronystagmography (ENG),ENT Investigation,TIER I,NABH,GENERAL WARD,EI012,1500.0
779,Embolectomy,Cardiovascular And Cardiac Surgery Procedure,TIER I,NABH,GENERAL WARD,CV031,72200.0
780,En Bloc Excision + Reconstruction (TMH - Bone & Soft Tissue) (G5S20),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH317,31500.0
781,En Bloc Upper Humerus Excision (TMH - Bone & Soft Tissue) (G4S48),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH247,22500.0
782,Endarterectomy (Carotid),Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS033,59850.0
783,Endo bronchial Ultrasound (EBUS) -Trans bronchial needle aspiration (TBNA) -Excluding the cost of Needle,Pulmonology Procedure,TIER I,NABH,GENERAL WARD,PP001,20000.0
784,Endocyclophotocoagulation per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP079,18000.0
785,Endolymphatic sac decompression,ENT Procedure,TIER I,NABH,GENERAL WARD,EP040,40850.0
786,Endoscopic 3rd ventriculostomy,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS066,50350.0
787,Endoscopic Bulking agent Inject (including cost of bulking agent),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU130,33250.0
788,Endoscopic CSF rhinorrhoea repair,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS051,50350.0
789,Endoscopic Dacryocystorhinostomy (DCR),ENT Procedure,TIER I,NABH,GENERAL WARD,EP024,33250.0
790,Endoscopic Hypophysectomy,ENT Procedure,TIER I,NABH,GENERAL WARD,EP031,50350.0
791,Endoscopic Laser excision for Hypopharynx (TMH - Head & Neck) (G4S14),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH213,22500.0
792,Endoscopic Optic Nerve Decompression,ENT Procedure,TIER I,NABH,GENERAL WARD,EP032,50350.0
793,Endoscopic Polypectomy - GIT,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG004,19000.0
794,Endoscopic Removal of Stone in Bladder,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU143,33250.0
795,Endoscopic Surgery (ENT),ENT Procedure,TIER I,NABH,GENERAL WARD,EP025,33250.0
796,Endoscopic Sympathectomy,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS063,59850.0
797,Endoscopic aqueductoplasty,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS044,50350.0
798,Endoscopic aspiration of intracerebellar haematoma,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS080,72200.0
799,Endoscopic cranial surgery/Biopsy/aspiration,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS067,59850.0
800,Endoscopic cysto gastrostomy,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG035,19000.0
801,"Endoscopic discectomy (Lumbar, Cervical)",Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS068,59850.0
802,Endoscopic mucosal resection,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG003,12730.0
803,Endoscopic sphincterotomy by ERCP,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG026,19000.0
804,Enteral stenting excluding cost of the stent,Gastroenterology / Endoscopic Procedures,TIER I,NABH,GENERAL WARD,MG014,19000.0
805,Entropion surgery- both lids,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP043,13400.0
806,Entropion surgery- one lid,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP042,8500.0
807,Enucleation of the Eye (TMH - Head & Neck) (G3S23),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH100,18000.0
808,Enucleation per eye(for non-malignant conditions),Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP053,12730.0
809,Enucleation with orbital implants and artificial (Cost of implants included) per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP054,19000.0
810,Epicanthus correction - Both Eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP040,8075.0
811,Epididymectomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU086,19000.0
812,Epigastric Hernia Repair - excluding the cost of mesh and tacker,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG021,26125.0
813,Epilepsy surgery other than at Code No. NS049 and NS050,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS053,92150.0
814,Epiretinal Membrane (ERM) Peeling (per eye),Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP123,7000.0
815,Epiretinal Membrane (ERM) Removal (per eye),Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP124,3000.0
816,Erythrocyte Sedimentation Rate (ESR),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB010,100.0
817,Esophagoscopic Stent (TMH - Thoracic & Paediatric) (G3S81),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH158,18000.0
818,Esophagoscopy - Therapeutic (TMH - Thoracic & Paediatric) (G2S27),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH055,11250.0
819,Esophagoscopy-Diagnostic (TMH - Thoracic & Paediatric) (G1S14),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH014,4500.0
820,Estlander Operation (Estlander flap in plastic surgery of lips),ENT Procedure,TIER I,NABH,GENERAL WARD,EP069,33250.0
821,Estradiol (E2),Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB239,400.0
822,Ethmoidectomy (TMH - Head & Neck) (G3S3),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH081,18000.0
823,Evacuation /Excision of Brain Abscess by craniotomy,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS007,77900.0
824,Evaluation under anaesthesia (TMH - Head & Neck) (G1S2),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH002,4500.0
825,Evisceration per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP055,13400.0
826,Evisceration with orbital implants and artificial (Cost of implants included) prosthesis per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP056,19000.0
827,Exchange Transfusion,Critical Care,TIER I,NABH,GENERAL WARD,CC008,3500.0
828,Excision Biopsy of Superficial Lumps,Biopsies,TIER I,NABH,GENERAL WARD,BY004,9200.0
829,Excision Biopsy of Ulcers,Biopsies,TIER I,NABH,GENERAL WARD,BY003,5000.0
830,"Excision Biopsy of lid, conjunctiva, cornea per eye",Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP113,9200.0
831,Excision Cholangiocarcinoma (TMH - G.I. Surgery) (G5S10),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH307,31500.0
832,Excision Gland/Nodule (TMH - Breast) (G1S28),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH028,4500.0
833,Excision STS Neck / Mass Neck (TMH - Head & Neck) (G3S5),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH083,18000.0
834,Excision of Adrenal Tumor + Nephrectomy (TMH - Genitourinary / Gynaecology) (G6S27),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH374,40500.0
835,Excision of Axillary Lymph Node under General Anaesthesia,General Surgery,TIER I,NABH,GENERAL WARD,GS010,8500.0
836,Excision of Branchial Cyst,ENT Procedure,TIER I,NABH,GENERAL WARD,EP064,26125.0
837,Excision of Branchial Sinus,ENT Procedure,TIER I,NABH,GENERAL WARD,EP065,26125.0
838,Excision of Carotid Body / Carotid Body Tumours,ENT Procedure,TIER I,NABH,GENERAL WARD,EP067,40850.0
839,Excision of Cervical Lymph Node under Local Anaesthesia,General Surgery,TIER I,NABH,GENERAL WARD,GS009,3100.0
840,Excision of Cholangiocarcinoma + Liver Resection (TMH - G.I. Surgery) (G6S19),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH366,40500.0
841,Excision of Clivus Tumour (Skull Base + Reconstruction) (TMH - Head & Neck) (G5S6),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH303,31500.0
842,Excision of Corns Skin Procedure,,TIER I,NABH,GENERAL WARD,SK005,1000.0
843,Excision of Cystic Hygroma,ENT Procedure,TIER I,NABH,GENERAL WARD,EP062,19000.0
844,Excision of Cystic Hygroma Extensive,ENT Procedure,TIER I,NABH,GENERAL WARD,EP063,26125.0
845,Excision of Dermoid Cysts,General Surgery,TIER I,NABH,GENERAL WARD,GS015,5000.0
846,Excision of Filarial Scrotum,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU095,26125.0
847,Excision of Inguinal Lymph Node under Local Anaesthesia,General Surgery,TIER I,NABH,GENERAL WARD,GS011,3000.0
848,Excision of Keloid,General Surgery,TIER I,NABH,GENERAL WARD,GS016,9200.0
849,Excision of Lingual Thyroid,ENT Procedure,TIER I,NABH,GENERAL WARD,EP083,33250.0
850,Excision of Lobe (Frontal Temporal Cerebellum etc.),Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS008,77900.0
851,Excision of Meckel-s Diverticulum,Paediatric Surgery Procedure,TIER I,NABH,GENERAL WARD,PS034,40850.0
852,Excision of Moles,Skin Procedure,TIER I,NABH,GENERAL WARD,SK001,1000.0
853,Excision of Molluscum Contagiosum,Skin Procedure,TIER I,NABH,GENERAL WARD,SK003,1000.0
854,Excision of Ovarian Mass/Cyst (TMH - Genitourinary / Gynaecology) (G3S100),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH177,18000.0
855,Excision of Pharyngeal Diverticulum,ENT Procedure,TIER I,NABH,GENERAL WARD,EP066,26125.0
856,Excision of Pilonidal Sinus (open),Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG079,22990.0
857,Excision of Pilonidal Sinus with closure,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG080,26125.0
858,Excision of Pinna (TMH - Head & Neck) (G2S2),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH030,11250.0
859,Excision of Pinna for non-cancerous Growth/Injuries - Skin Only,ENT Procedure,TIER I,NABH,GENERAL WARD,EP057,9200.0
860,Excision of Pinna for non-cancerous/ Injuries - Skin and Cartilage,ENT Procedure,TIER I,NABH,GENERAL WARD,EP058,13400.0
861,Excision of Salivary gland,Dental Procedure,TIER I,NABH,GENERAL WARD,DP082,15000.0
862,Excision of Sebaceous Cysts,General Surgery,TIER I,NABH,GENERAL WARD,GS012,5000.0
863,Excision of Skin Malignancy - Head & Neck (TMH - Head & Neck) (G2S3),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH031,11250.0
864,Excision of Small Intestine Fistula,Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG056,47025.0
865,Excision of Superficial Lipoma,General Surgery,TIER I,NABH,GENERAL WARD,GS013,5000.0
866,Excision of Superficial Neurofibroma,General Surgery,TIER I,NABH,GENERAL WARD,GS014,5000.0
867,Excision of Thyroglossal Cyst/Duct/Fistula,ENT Procedure,TIER I,NABH,GENERAL WARD,EP084,33250.0
868,Excision of Transnasal Angiofibroma (TMH - Head & Neck) (G5S3),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH300,31500.0
869,Excision of Vaginal Cyst/Bartholin Cyst/Gartner Cyst,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG040,9200.0
870,Excision of Vaginal/Uterus Septum,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG041,19000.0
871,Excision of Venereal Warts,Skin Procedure,TIER I,NABH,GENERAL WARD,SK004,1000.0
872,Excision of Warts,Skin Procedure,TIER I,NABH,GENERAL WARD,SK002,1000.0
873,Excision of hyperplastic tissue - per arch,Dental Procedure,TIER I,NABH,GENERAL WARD,DP020,1200.0
874,Excision of lumps under anaesthesia,General Procedure,TIER I,NABH,GENERAL WARD,GP013,13400.0
875,Excision of mammary fistula,General Surgery,TIER I,NABH,GENERAL WARD,GS017,26125.0
876,Excision of mandible-segmental,ENT Procedure,TIER I,NABH,GENERAL WARD,EP073,33250.0
877,Excision of parapharyngeal mass (TMH - Head & Neck) (G3S4),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH082,18000.0
878,Excision of the Maxilla,ENT Procedure,TIER I,NABH,GENERAL WARD,EP072,40850.0
879,Excision of urethral carbuncle,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG024,12730.0
880,Excision or other Operations for Scaphoid Fractures,Orthopaedics Procedure,TIER I,NABH,GENERAL WARD,OR044,33250.0
881,Exenteration - Total (TMH - Genitourinary / Gynaecology) (G6S54),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH400,40500.0
882,Exenteration Anterior/Posterior (TMH - Genitourinary / Gynaecology) (G6S29),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH375,40500.0
883,Exenteration per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP059,19000.0
884,Exenteration with skin grafting per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP060,33250.0
885,Exercises /Post Natal Exercises/Prenatal Exercises/Therapeutic Exercises/Orthopaedic Rehabilitation (Joint Replacement/Post Surgery)/Hand Rehab (per session),Physiotherapy,TIER I,NABH,GENERAL WARD,PT003,300.0
886,Expansion plate,Dental Procedure,TIER I,NABH,GENERAL WARD,DP077,6500.0
887,Exploration + Ileo/Colostomy (TMH - Genitourinary / Gynaecology) (G5S35),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH332,31500.0
888,Exploration Emergency (TMH - Genitourinary / Gynaecology) (G3S98),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH175,18000.0
889,Exploration of abdominal Haematoma (after laparotomy/ LSCS),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG014,26125.0
890,Exploration of perineal Haematoma & Repair,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG013,12730.0
891,Exploratory Laparotomy (Open),Abdomen/GI Surgery Procedure,TIER I,NABH,GENERAL WARD,AG017,26125.0
892,Exploratory Laparotomy (TMH - G.I. Surgery) (G2S21),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH049,11250.0
893,Exploratory Laparotomy/Thoracotomy (Inoperable) (TMH - Thoracic & Paediatric) (G2S28),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH056,11250.0
894,Extended Immune subset for Post Allogenic Stem Cell Transplant Monitoring,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA051,5000.0
895,"Extended Lipid Profile. (Total cholesterol, LDL,HDL, Triglycerides Apo A1, Apo B,Lp (a) )",Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB129,1000.0
896,Extensive Burn -above 50% Frist Dressing,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP038,6000.0
897,Extensive Burn -above 50% Subsequent dressing,Burns And Plastic Surgery Procedure,TIER I,NABH,GENERAL WARD,BP039,3500.0
898,External Fixation (TMH - Bone & Soft Tissue) (G3S70),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH147,18000.0
899,External Loop/event recording - subsequent Days 1000/day (Maximum up to 6 days),Cardiology Investigation,TIER I,NABH,GENERAL WARD,CI007,1000.0
900,External Loop/event recording -first day Rs.1500,Cardiology Investigation,TIER I,NABH,GENERAL WARD,CI006,1500.0
901,External Ventricular Drainage (EVD),Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS065,26125.0
902,External Ventricular Drainage (EVD),Neuro-Surgery,TIER I,NABH,GENERAL WARD,IMNS27U100,0.0
903,Extracapsular cataract extraction (ECCE) with IOL excluding the cost of IOL per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP098,12730.0
904,Extracorporeal Shock Wave Lithotripsy (ESWL),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU155,40850.0
905,Extracranial-Intracranial Bypass Procedures (EC-IC) bypass procedures,Neuro-Surgery Procedure,TIER I,NABH,GENERAL WARD,NS059,59850.0
906,Extractable Nuclear Antigens (ENA) - Quantitative,Laboratory Investigation,TIER I,NABH,GENERAL WARD,LB254,4600.0
907,Extraction - Normal Tooth,Dental Procedure,TIER I,NABH,GENERAL WARD,DP010,400.0
908,Extraction - Orthodontic Extraction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP014,750.0
909,Extraction Impacted - Bony,Dental Procedure,TIER I,NABH,GENERAL WARD,DP016,5000.0
910,Extraction Impacted - Soft tissue/ 3rd Molar/wisdom tooth extraction,Dental Procedure,TIER I,NABH,GENERAL WARD,DP012,2000.0
911,"Eye Consultation(857,873,877 cannot be booked )",Consultation,TIER I,NABH,GENERAL WARD,CN004,350.0
912,Eye Lid Tumor Excision (TMH - Head & Neck) (G2S4),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH032,11250.0
913,Eye laser pulse therapy /Lipiflow/IPL [Intense pulse light] per eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP129,3500.0
914,Eye lid (upper/lower) Excision with reconstruction (TMH - Head & Neck) (G3S24),Cancer Surgery,TIER I,NABH,GENERAL WARD,TMH101,18000.0
915,Eyelid reconstruction with flap both eyes,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP050,23750.0
916,Eyelid reconstruction with flap one eye,Ophthalmology Procedure,TIER I,NABH,GENERAL WARD,OP049,19000.0
917,F-DOPA PET-CT scan,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM021,15000.0
918,FDG Whole body PET CT Scan,Nuclear Medicine Investigation,TIER I,NABH,GENERAL WARD,NM017,14375.0
919,FISH FOR HER2 Neu,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA054,10000.0
920,FISH PANEL FOR MYELOMA,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA062,14000.0
921,FISH Test for C19MC amplification,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA063,12750.0
922,FISH for 1p33/TAL1 deletion,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA053,4980.0
923,FISH for t(10;11)(p12;q14)/MLLT10(AF10)/PICALM,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA055,4980.0
924,FISH for t(11;19)(q23;p13.1)/KMT2A/ELL,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA056,4980.0
925,FISH for t(5;11)(q35;p15.5) NUP98/NSD1,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA057,4980.0
926,FISH for t(6;14)(p21;q32) IGH/CCND3,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA058,4980.0
927,FISH on Bone marrow Smear( 1 marker),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA059,3485.0
928,FISH on FFPE - Block /Slide (2 markers),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA061,4760.0
929,FISH on bone marrow smear( 2 markers),Oncology Investigations,TIER I,NABH,GENERAL WARD,CA060,5475.0
930,FISH test for CDKN2A,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA064,7450.0
931,FISH test for CEN 10 loss - on Tissue,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA065,4150.0
932,FISH test for ETV6 break-apart analysis - On Tissue,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA066,6970.0
933,FISH test for MAML2 break-apart analysis - On Tissue,Oncology Investigations,TIER I,NABH,GENERAL WARD,CA067,7160.0
934,Facial Nerve Decompression,ENT Procedure,TIER I,NABH,GENERAL WARD,EP016,40850.0
935,Facial Space Abscess,Dental Procedure,TIER I,NABH,GENERAL WARD,DP084,5000.0
